scheme_id,scheme_name,education_level,education_stream,level,state,department,category,gender,caste_category,min_age,max_age,max_income,min_marks,description,benefits,eligibility_criteria,income_missing
SCH0472,BPL Scholarship for College Students,Postgraduate,Education,State,Chhattisgarh,Department of Higher Education,Education & Learning,All,All,5,99,250000.0,0,"The scheme “BPL Scholarship For College Students” was implemented by the Department of Higher Education, Government of Chhattisgarh since 2005 to provide financial assistance to meritorious students from BPL category families to meet a part of their day-to-day expenses while pursuing higher studies. Scope: The scholarships are awarded to the students, studying in the Graduate and Post Graduate courses of Government colleges of the Chhattisgarh state, run by the Higher Education Department,...",The rate of scholarship for Post Graduate Level (PG) students is ₹500/- per month. The rate of scholarship for Graduate Level (UG) students is ₹300/- per month. The renewal applicants will get a full scholarship i.e. ₹3000 for UG Classes and ₹5000 for PG Classes. Note 01: The scholarship amount is transferred directly to the student's bank account using the Direct Benefit Transfer (DBT) method. Note 02: The students are required to seed the Aadhaar with the bank account.,Education level: PG; Institution: Government/Approved Institution,1
SCH0473,BSR Scheme,PhD,Engineering & Technology,Central,All India,Department of Special Assistance identified by UGC,Education & Learning,All,All,5,99,250000.0,0,Introduction The Research Fellowship in Sciences for meritorious students BSR scheme of the UGC is open to candidates who are selected for registering for the Ph.D. program of the university through a procedure outlined already in the UGC notification by a regular admission procedure. The registration for Ph.D. may follow after the admissions. Objectives The objective of the BSR scheme is to provide opportunities to meritorious candidates to undertake advanced studies and research leading to...,"Financial Assistance Fellowship For GATE/NET Qualified candidates: JRF @ 24,800/-pm for 2 years; SRF@ Rs. 27,900 pm for the remaining period For others: JRF @ Rs. 21,700/- for 2 years; SRF @ Rs. 24,800/- pm for the remaining period Contingency Contingency @ Rs. 12,000/- pa for JRF; @ Rs. 25,000/- pa for SRF HRA Suitable hostel accommodation may be provided to the candidates in the institutions. In such cases, the fellow is eligible to draw only hostel fees excluding mess, electricity, water charges, etc. A certificate to this effect is to be furnished through the Registrar/Director/Principal. HRA is not permissible for those candidates who are staying in Hostel accommodation. In case of non-availability of hostel accommodation, the fellow may be provided with single accommodation by the host institution. In such cases, the rent paid by the fellow on an actual basis may be reimbursed subject to the ceiling of HRA as per Govt. of India norms. If the fellow makes her own arrangements of accommodation, he/she may be entitled to draw HRA as per the categorization of cities by the Govt. of India. Medical No separate/fixed medical assistance is provided. However, the Fellow may avail the medical facilities available in the University/Institution/College. Leave Leave for a maximum period of 30 days in a year in addition to public holidays may be taken by the BSR Fellow with the approval of the Head of Department. However, they are not entitled to any other vacations, such as summer, winter, and pooja vacations. Candidates are eligible for maternity/ paternity leave at full rates of the fellowship as per The government of India rules once during the tenure of the award. The fellow, in special cases, may be allowed by the Commission, academic leave without fellowship and contingency for a period not exceeding one year during the tenure of the award on the recommendation of the Head of the department of the institution concerned to undertake academic/ teaching assignment or foreign travel in connection with academic work. The expenditure on travel cannot be claimed from UGC. The period of leave without fellowship will be counted towards the tenure.","Education level: PhD; Course: Medical/Health, Research, All/General",1
SCH0475,Back-To-Lab Post-Doctoral Fellowship Programme,PhD,Engineering & Technology,State,Kerala,All,"Education & Learning, Women and Child",Female,SC/ST/OBC,5,99,250000.0,10,"The “Back-to-Lab” programme of the Women Scientists Division offers Research and Post-Doctoral Fellowship to women who have a break in their career, to facilitate their re-entry in science research. The fellowship is provided normally for a period of 2 years. The scheme is open to unemployed women who are permanent residents of Kerala and qualified with PhD in Science or Engineering. The objective of the scheme is to support women having career breaks, facilitating their re-entry in...","The scheme offers a Post-doctoral fellowship of ₹45,000/- + 10% HRA per month along with an annual contingency grant of ₹75,000/-. Duration of the Fellowship is limited to a maximum of 2 years.","Education level: PhD; Course: Engineering/Technology, Science, Research; Minimum marks mentioned: 10.0%",1
SCH0476,Back-to-Lab Research Fellowship Programme,PhD,Engineering & Technology,State,Kerala,All,"Education & Learning, Women and Child",Female,All,5,99,250000.0,10,"In Kerala, a good number of women will have to undergo career breaks due to family commitments and as the gap widens, they will have limited opportunities for re-entry in Science. In order to overcome this situation and to facilitate the re-entry of women having career breaks to Science research, the Kerala State Council of Science, Technology and Environment (KSCSTE) launched the “Back-to-Lab Research Fellowship Programme” in 2010. The Scheme aims to support Women Research Scholars having...","Monthly Research Fellowship of ₹22,000/- + 10 % HRA in the first two years and ₹25,000/- + 10 % HRA per month in the third year, along with an annual contingent grant of ₹20,000/-. Duration of the Fellowship is 3 years or till the date of submission of Ph.D Thesis, whichever is earlier.","Education level: PhD; Course: Engineering/Technology, Science, Research; Minimum marks mentioned: 10.0%",1
SCH0477,Backward Class Students Meritorious Award Scheme,Diploma,Engineering & Technology,State,Madhya Pradesh,All,Education & Learning,Female,OBC,5,99,250000.0,0,"Launched in 2009, the ""Backward Classes Student Merit Award Scheme"" by the Backward Classes and Minorities Welfare Department, Government of Madhya Pradesh aims to recognize and reward academic excellence among backward class students. Through this scheme, monetary awards are provided to one boy and one girl student from backward classes who secure the highest marks at the district level in class 10th and 12th board examinations. The scheme is implemented by the Assistant Director, Backward...","Class 10th Board Examination: ₹5,000/- per student Class 12th Board Examination: ₹10,000/- per student Frequency of Disbursement: Annual Time of Disbursement: Distribution on August 15 or January 26",Education level: 11th-12th,1
SCH0478,Backward Classes Foreign Study Scholarship Scheme,PhD,Engineering & Technology,State,Madhya Pradesh,All,Education & Learning,All,OBC,5,99,250000.0,0,"The scheme was launched on 1st January 2007. The ""Backward Classes Foreign Study Scholarship Scheme"" scheme by the Backward Classes and Minorities Welfare Department, Government of Madhya Pradesh provides financial assistance to students belonging to backward classes for higher education to pursue postgraduate courses/research degrees (Ph.D.) and post-research degree research programs in specific fields abroad.",To provide financial assistance to students belonging to the backward class.,"Education level: PhD; Course: Research, All/General",1
SCH0495,Banishree Scholarship,Diploma,Engineering & Technology,State,Odisha,All,"Education & Learning, Skills & Employment",All,All,5,99,60000.0,75,"A Scheme of Scholarship for Students with special needs in the name of "" Banishree Scheme "" was introduced by the Social Security and Empowerment of Persons with Disabilities Department, Government of Odisha with the aim to assist and encourage students to study as well acquire technical/ professional/ vocational training. This scheme aims to offer some special allowances to disabled children so that they can pursue their education without any financial crunch.","Rates of Scholarship A. Inside the State: Primary (Standard I to V): ₹400/- Middle and High School (Standard VI to VIII and IX to XI) (Not covered by the Government of India Scholarship) : ₹500/- College (+2 & +3) (Not covered by the Government of India Scholarship) : ₹600/- College (P.G.) (Not covered by the Government of India Scholarship) : ₹700/- Technical and vocational training (Not covered by Govt. of India Scholarship) : ₹700/- B. Outside the State: Students prosecuting normal course of study or technical/vocational/professional education/training not available in the State and not covered by Govt. of India Scholarship shall get ₹250 per month. In case of visually challenged candidates, Reader’s Allowance shall be paid at ₹200 per month for primary classes and ₹300 per month for middle and high school classes and ₹400 per month for other studies, if it is certified by the head of the institution that the candidate has continuously employed a reader during the period of study, subject to the condition that such assistance is not availed of from Govt. of India. In case of orthopedically handicapped student who has 75% or above disabilities requiring special arrangements for transport, an additional monthly allowance of ₹200 per month may be sanctioned for transport, if it is not covered by the scheme of integrated education.","Education level: UG; Course: Vocational/ITI, All/General; Minimum marks mentioned: 75.0%",0
SCH0512,Bharati Scheme for Education - 1st Class to 5th Class,School,Education,State,Andhra Pradesh,All,"Education & Learning, Women and Child",All,All,5,99,300000.0,0,"Andhra Pradesh Brahmin Welfare Corporation (ABC) launched the “Bharati Scheme for Education - 1st Class to 5th Class"" for the academic year to encourage Brahmin students of Andhra Pradesh to continue their education. Under this scheme, eligible poor Brahmin student applicants will receive financial assistance for the academic year. This scheme is applicable for the Brahmin students of Andhra Pradesh covering all 13 districts.","Financial Assistance for the 1 st Class to 5 th Class: ₹5,000/-.",See official scheme description/eligibility details.,0
SCH0513,Bharati Scheme for Education - 6th Class to 10th Class,School,Education,State,Andhra Pradesh,All,"Education & Learning, Women and Child",All,All,5,99,300000.0,0,"Andhra Pradesh Brahmin Welfare Corporation (ABC) launched the “Bharati Scheme for Education - 6th Class to 10th Class"" for the academic year to encourage Brahmin students of Andhra Pradesh to continue their education. Under this scheme, eligible poor Brahmin student applicants will receive financial assistance for the academic year. This scheme is applicable for the Brahmin students of Andhra Pradesh covering all 13 districts.","Financial Assistance for the 6 th Class to 10 th Class: ₹7,000/-.",Education level: 9th-10th,0
SCH0514,Bharati Scheme for Education - Graduation,Undergraduate,Science,State,Andhra Pradesh,All,"Education & Learning, Women and Child",All,SC,5,99,300000.0,0,"Andhra Pradesh Brahmin Welfare Corporation (ABC) launched the ""Bharati Scheme for Education - Graduation (Any regular course of 3 years duration after 10+2 will be considered under this category. i.e., B.A., B.Com, B.Sc., etc., including B.Ed.)"" for the academic year to encourage Brahmin students of Andhra Pradesh to continue their education. Under this scheme, eligible poor Brahmin student applicants will receive financial assistance for the academic year. This scheme applies to the Brahmin...","Financial Assistance for the graduation student: ₹15,000/-.","Education level: UG; Course: Science, All/General",0
SCH0515,Bharati Scheme for Education - Intermediate or Equivalent,Diploma,Engineering & Technology,State,Andhra Pradesh,All,"Education & Learning, Women and Child",All,All,5,99,300000.0,0,"Andhra Pradesh Brahmin Welfare Corporation (ABC) launched the ""Bharati Scheme for Education - Intermediate or Equivalent (ITI, Polytechnic, D.Ed, TTC, D.Pharmacy, etc.)"" for the academic year to encourage Brahmin students of Andhra Pradesh to continue their education. Under this scheme, eligible poor Brahmin student applicants will receive financial assistance for the academic year. This scheme applies to the Brahmin students of Andhra Pradesh covering all 13 districts.","Financial Assistance for the Intermediate or Equivalent (ITI, Polytechnic, D.Ed, TTC, D.Pharmacy, etc) : ₹10,000/-.","Education level: Diploma/ITI; Course: Medical/Health, Vocational/ITI, All/General",0
SCH0516,Bharati Scheme for Education - Post-Graduation,Postgraduate,Science,State,Andhra Pradesh,All,"Education & Learning, Women and Child",All,SC,5,99,300000.0,0,"Andhra Pradesh Brahmin Welfare Corporation (ABC) launched the ""Bharati Scheme for Education - Post-Graduation (Any course of 2 Years or more duration, after Graduation (10+2+3) will be considered under this category, i.e., M.Sc, M.Com, M.A., M.Tech, M.D., M.Pharm, MBA, etc.)"" for the academic year to encourage Brahmin students of Andhra Pradesh to continue their education. Under this scheme, eligible poor Brahmin student applicants will receive financial assistance for the academic year....","Financial Assistance for the Post-Graduation: ₹10,000/-.","Education level: PG; Course: Management/Commerce, Science, All/General",0
SCH0517,Bharati Scheme for Education - Professional Education Course,Undergraduate,Engineering & Technology,State,Andhra Pradesh,All,"Education & Learning, Women and Child",All,SC,5,99,300000.0,0,"Andhra Pradesh Brahmin Welfare Corporation (ABC) launched the “Bharati Scheme for Education - Professional Education Course (Any professional course with 4 years or more duration after 10+2 will be considered under this category i.e., B.Tech, B. Arch., MBBS, BAMS, BHMS, BPT, B.Pharmacy, Pharma-D, B.V.Sc, \B.Sc.(Agri), etc.) "" for the academic year to encourage Brahmin students of Andhra Pradesh to continue their education. Under this scheme, eligible poor Brahmin student applicants will...","Financial Assistance for the Professional Education Course: 20,000/-.","Education level: UG; Course: Engineering/Technology, Medical/Health, Science, Agriculture, All/General",0
SCH0518,Bharati Scheme for Education Professional Education Course - Chartered Accountancy Final,School,Commerce & Management,State,Andhra Pradesh,All,Education & Learning,All,All,5,99,300000.0,0,"Andhra Pradesh Brahmin Welfare Corporation (ABC) launched the ""Bharati Scheme for Education Professional Education Course - Chartered Accountancy Final"" for the academic year to encourage Brahmin students of Andhra Pradesh to continue their education. Under this scheme, eligible poor Brahmin student applicants will receive financial assistance for the academic year. This scheme applies to the Brahmin students of Andhra Pradesh covering all 13 districts.","Financial Assistance for the Professional Education Course (Chartered Accountancy Final): ₹20,000/-.",See official scheme description/eligibility details.,0
SCH0519,Bharati Scheme for Education Professional Education Course - Chartered Accountancy Intern,School,Commerce & Management,State,Andhra Pradesh,All,"Education & Learning, Women and Child",All,All,5,99,300000.0,0,"Andhra Pradesh Brahmin Welfare Corporation (ABC) launched the ""Bharati Scheme for Education Professional Education Course - Chartered Accountancy Intern (IPCC)"" for the academic year to encourage Brahmin students of Andhra Pradesh to continue their education. Under this scheme, eligible poor Brahmin student applicants will receive financial assistance for the academic year. This scheme applies to the Brahmin students of Andhra Pradesh covering all 13 districts.","Financial Assistance for the Professional Education Course – Chartered Accountancy Intern (IPCC): ₹20,000/-.",See official scheme description/eligibility details.,0
SCH0520,Bharati Scheme for Master’s Degree Overseas,Postgraduate,Education,State,Andhra Pradesh,All,Education & Learning,All,All,5,99,600000.0,0,"Andhra Pradesh Brahmin Welfare Corporation (ABC), a Government of Andhra Pradesh undertaking, is introducing the “Bharati Scheme for Master’s Degree Overseas” (BS-MDO) for the year 2019-20, for the Brahmin students of Andhra Pradesh. Under this scheme, a specified amount shall be released to the selected applicants, as one-time financial assistance. This scheme is applicable to students of Andhra Pradesh covering all 13 districts.","Any course being pursued abroad with a duration of 11 to 18 months: ₹5,00,000/-. Master’s Degree Programme being pursued abroad with a minimum of 18 months duration: ₹10,00,000/-.",Education level: PG,0
SCH0527,Bicycle Distribution Scheme for Girl Students of Economically Weaker Section,School,Education,State,Rajasthan,All,"Education & Learning, Women and Child",Female,All,5,99,250000.0,0,"The ""Bicycle Distribution Scheme"" was launched by the Social Justice and Empowerment Department, Government of Rajasthan, for girl students belonging to the Economically Weaker Section (EWS) of Rajasthan. Under this scheme, free bicycles will be distributed to 5,800 girl students from the EWS category, who are studying in government schools from Class 6 to Class 8, to facilitate their commute between home and school.","Under this scheme, free bicycles will be distributed to girl students from the EWS category. Number of beneficiaries: Total: 5,800 beneficiaries Number of Beneficiaries Class-wise: Class 6 th : 1,933 Class 7 th : 1,933 Class 8 th : 1,934",Education level: 1st-8th; Institution: Government/Approved Institution,1
SCH0531,Bidya Lakshmi Loan,Diploma,Engineering & Technology,State,Assam,All,Education & Learning,All,All,5,99,450000.0,100,"Launched in 2016-17, the scheme ""Bidya Lakshmi"" by the Finance (Audit & Fund) Department, Government of Assam aims to provide higher education loans for the children of regular State Government employees in Assam under the Uecha Siksha Hitoishona Achani (USHA) for Karmachari. The scheme offers loans ranging from ₹5,00,000/- to ₹10,00,000/- at an interest rate of 4%, with additional benefits for employees under the Credit Linked Subsidy Scheme (CLSS). Eligible courses include professional and...","The State Government provides a loan of ₹5,00,000/- to ₹10,00,000/- at an interest rate of 4%. Employees with an annual salary income exceeding ₹4,50,000/- can avail up to ₹10,00,000/- at 4% interest after State Government interest subvention. Employees with annual income up to ₹4,50,000/- are eligible under the Credit Linked Subsidy Scheme (CLSS), with 100% subsidy during the moratorium period (course period plus one year). Post-moratorium, the effective interest rate is 4%. Loans can be used for course fees, books, computers, educational equipment, and travel expenses (for studies abroad). No collateral security or third-party guarantee is required for loans up to ₹10,00,000/-. Life insurance policy option available to cover the loan amount. Tax rebate under Section 80(E) of the Indian Income Tax Act. Mode of Disbursement The loan amount is transferred directly to the educational institution’s account (not to the parent/student). It covers Tuition fees, books, computers, equipment, and travel (for abroad studies). The amount is disbursed in lump sum or installments, as per the institution’s fee structure. Frequency of Disbursement Interest is charged monthly, and subsidy amounts are credited back to the individual account upon claim clearance. Conditions for Disbursement The utilization certificate must be submitted at the end of the financial year.",Education level: UG; Minimum marks mentioned: 100.0%,0
SCH0544,Bihar State Alpsankhyak Awasiya Vidyalaya Yojana,Diploma,Engineering & Technology,State,Bihar,All,Education & Learning,All,All,5,99,600000.0,0,"The scheme ""Bihar State Alpsankhyak Awasiya Vidyalaya Yojana"" was launched by the Minority Welfare Department, Government of Bihar. The objective of this scheme is to provide quality education to meritorious students from minority communities in the state and to make them mentally, physically, socially, and emotionally capable, fostering their all-round development in residential schools. Under this scheme, students from minority communities will receive free education from Class 9 to Class...","Under this scheme, students from minority communities enrolled in residential schools will receive the following benefits: Free education from Class 9 to Class 12. Provision of free accommodation, including food, clothing, medicine, and books, along with free enrollment/admission. Access to well-equipped modern laboratories. Facility for studying subjects like PCM (Physics, Chemistry, Mathematics), PCB (Physics, Chemistry, Biology), Arts, etc., at the higher secondary (Intermediate) level. Provision for special coaching and vocational training within the school.","Education level: Diploma/ITI; Course: Arts/Humanities, Vocational/ITI, All/General",0
SCH0556,Biju Yuva Sashaktikaran Yojana,School,Education,State,Odisha,Department of Higher Education,Education & Learning,All,SC/ST,5,99,250000.0,0,"Launched in the year 2013-14, ""Biju Yuva Sashaktikaran Yojana"" is a scheme by the Department of Higher Education, Govt. of Odisha. In this scheme, ₹ 30,000/- per student is transferred directly to the bank accounts of 15,000 meritorious +2 students through Direct Benefit Transfer (DBT) for the purchase of laptop. The allocation earmarked to SC & ST students in a particular stream is bifurcated between SC and ST as per the ratio 16.25:22.5, which is also the reservation ratio in employment in...","An amount of ₹ 30,000/- per student is transferred directly to the bank accounts of 15,000 meritorious +2 students through Direct Benefit Transfer (DBT) for the purchase of laptop.",Education level: UG,1
SCH0560,Biotechnology Career Advancement And Re-orientation (BioCARe) Programme For Women Scientists,PhD,Engineering & Technology,Central,All India,Department of Biotechnology,"Education & Learning, Women and Child",Female,SC,5,99,250000.0,0,"Biotechnology Career Advancement and Re-orientation (BioCARe) Programme, a special scheme of the Department of Biotechnology (DBT), Ministry of Science & Technology, the government of India aims to enhance the participation of women scientists in India towards research in Biotechnology and allied area. The program is mainly for the career development of unemployed female scientists for whom it will be the first “sanctioned” extramural research funding. Through this endeavor of the...","Date of Commencement of Project & its Duration The duration of the project is of three (3) years and is specified in the sanction order. The project starting date will be effective from the date on which the candidate joins the Institution but within 45 days from the date of issuance of the sanction order. The date of receipt of the grant should be intimated by the Institution authorities/Mentor and Nodal officer to this Department. It will, in no case be later than 15 days after the receipt of the grant by the Institute. The successful candidates have to join their host institution within 45 days from the date of issuance of the sanction order, or else it would be withdrawn. Project Cost & Fellowship to Project Investigator Project Cost & Fellowship: Based on the applicant's qualifying degree, the budget support is provided in the following two categories: Category: Category-I Qualifying Degree: Ph.D. in any discipline of Life Sciences or allied areas or interdisciplinary sciences /MD/MDS/M.V.Sc. Research Grant: Restricted up to ₹ 60,00,000 (includes consolidated Fellowship of ₹ 68,000/month). Category: Category-II Qualifying Degree: M.Tech. in Biotechnology or allied areas / MPharma/ equivalent degree. Research Grant: Restricted up to ₹ 40,00,000 (Includes consolidated Fellowship of ₹ 50,000/month).","Education level: PhD; Course: Engineering/Technology, Science, Research",1
SCH0562,Biotechnology Post-Doctoral Fellowship,PhD,Engineering & Technology,State,Kerala,All,Education & Learning,Female,SC/ST,5,99,250000.0,10,The “Biotechnology Post-Doctoral Fellowship (BPDF)” programme is offered to young researchers who have completed their PhD in relevant areas of Biotechnology for promoting independent research mentored by eminent scientists/faculty in reputed institutions by providing fellowship.,"The Post-Doctoral Fellowship carries an amount of ₹32,000/- per month + HRA (10%) with an annual contingent grant of ₹50,000/-. Candidates who have submitted a thesis for a PhD and are awaiting the award of a PhD, will be paid only ₹22,000/- per month + 10% HRA.","Education level: PhD; Course: Engineering/Technology, Research; Minimum marks mentioned: 10.0%",1
SCH0570,Book Allowance to the Wards of Ex-Servicemen/Widows (Sainik Welfare),Postgraduate,Engineering & Technology,State,Puducherry,Department of Sainik Welfare,Education & Learning,All,All,5,99,250000.0,0,"""Book Allowance to the Wards of Ex-Servicemen/Widows (Sainik Welfare)"" is a Welfare Scheme by the Armed Forces Flag Day Fund of the Department of Sainik Welfare, Puducherry. Through this scheme, the wards of the ESM / Widows of ESM studying in Government-recognized Institutions are provided allowances towards the purchase of books. The application should be submitted offline within three months from the date of completion of the education.","Book Allowance (in ₹ per annum) as per the Level of Education School / School for Special Children / Diploma in Polytechnic: 2,000 Bachelor Degree: 3,000 Master Degree: 4,000 Professional Course (MBBS/BE/BTech) (Bachelor of Medicine and Bachelor of Surgery / Bachelor of Engineering / Bachelor of Technology): 4,000 *The rate listed above or the actual cost of the fee, whichever is less, is reimbursed. *The amount, as decided by the Management Committee, is credited to the beneficiary’s Bank Account through RTGS/ NEFT.","Education level: PG; Course: Engineering/Technology, Medical/Health, Management/Commerce, All/General",1
SCH0571,Book Bank Scheme: I,Postgraduate,Engineering & Technology,State,Tamil Nadu,All,Education & Learning,All,All,5,99,250000.0,0,"Under the “Book Bank Scheme: I”, launched by the Adi Dravidar and Tribal Welfare Department, Tamil Nadu, textbooks are purchased by the government and provided to libraries in educational institutions for the use of students in professional courses such as Medical, Engineering, Law, MBA, Veterinary, Agriculture, and Polytechnic. Adi Dravidar and Tribal students, who receive the Government of India Scholarship, can access these books during their studies. After completing the course, students...",Free Textbooks Access: Students receive textbooks for their entire course duration at no cost from the library. Note: On completion of the course the students should return the books to the Library.,"Education level: PG; Course: Engineering/Technology, Medical/Health, Management/Commerce, Law, Agriculture, All/General",1
SCH0572,Book Bank Scheme: II,Postgraduate,Engineering & Technology,State,Tamil Nadu,All,Education & Learning,All,All,5,99,250000.0,0,"Under the “Book Bank Scheme: II”, launched by the Adi Dravidar and Tribal Welfare Department, Tamil Nadu, textbooks are purchased by the government and provided to libraries in educational institutions for the use of students in professional courses such as Medical, Engineering, Law, MBA, Veterinary, Agriculture, and Polytechnic. Adi Dravidar and Tribal students, who receive the Government of India Scholarship, can access these books during their studies. These books are shared between two...",Free Textbooks Access: Books are shared between two (2) students at free of cost. Note: On completion of the course the students should return the books to the Library.,"Education level: PG; Course: Engineering/Technology, Medical/Health, Management/Commerce, Law, Agriculture, All/General",1
SCH0575,Border Areas Scholarship,Diploma,Engineering & Technology,State,Meghalaya,All,Education & Learning,All,All,5,99,250000.0,0,"Consequent upon the partition of India in 1947, the people inhabiting the Indo-Bangladesh Border suffered acute economic distress due to closure of normal trade channels with our neighbouring country. The people of those areas have been experiencing great difficulty to give proper education to their children on account of economic hardships and many students had to give up their studies in between due to the economic hardships faced by their parents. It was obvious that majority of the...",Giving financial assistance,See official scheme description/eligibility details.,1
SCH0579,Building And Other Construction Scholarship,Diploma,Engineering & Technology,State,Odisha,Department of Skill Development & Technical Education will initiate all scholarship operations,Education & Learning,All,SC,5,99,250000.0,0,Detailed Students who are pursuing technical or engineering education can apply online under the BOC Scholarship for getting the scholarship amounts. The student must belong to the SC category. Students must be pursuing his or her technical education at a recognized university. The main objective of launching the BOC Scholarship is to provide scholarships to students pursuing technical education who have secured good or excellent merit records while carrying out their studies. This will...,"Benefits This scholarship offers various opportunities to SC-category students across the world. Under this scheme, the selected students will receive variable financial support from the Odisha government. Under the BOC scholarship, no living costs of the students are covered.","Education level: UG; Course: Engineering/Technology, All/General",1
SCH0580,Bunkar Parivar Ke Pratibhavan Chatra-Chatraon Ko Protsahan Puraskar Yojana,Senior Secondary,Education,State,Chhattisgarh,All,"Education & Learning, Social welfare & Empowerment",All,All,5,99,250000.0,90,"Launched in 2007-08, the scheme ""Bunkar Parivar Ke Pratibhavan Chatra-Chatraon Ko Protsahan Puraskar Yojana"" by the Chhattisgarh State Handloom Development and Marketing Cooperative Federation Limited aims to encourage and motivate the talented children of weaver families for higher education. The scheme provides monetary incentives to children of weavers who perform well in their 10th and 12th board examinations. It is designed for students whose parents are members of primary weaver...","The scheme provides monetary incentives to children of weavers based on their performance in 10th and 12th board examinations. For 10th Pass Students 60% and above marks: ₹4,100/- 70% and above marks: ₹8,100/- 80% and above marks: ₹12,100/- 90% and above marks: ₹16,100/- For 12th Pass Students 60% and above marks: ₹6,100/- 70% and above marks: ₹10,100/- 80% and above marks: ₹14,100/- 90% and above marks: ₹20,100/-",Education level: UG; Minimum marks mentioned: 90.0%,1
SCH0585,Buti Foundation Award,Diploma,Engineering & Technology,Central,All India,All,"Skills & Employment, Education & Learning",All,All,5,99,250000.0,0,"The Buti Foundation Award, established in 2007 by the Buti Foundation, New Delhi, is a biennial award recognizing innovative and outstanding research in the field of Plasma Science & Technology. The award aims to honor a Scientist/Engineer under the age of 45 years for their significant contributions to this field. The award includes a medal and a cash prize.","Award Amount: ₹50,000/- Award Recognition: Medal","Course: Engineering/Technology, Science, Research",1
SCH0586,CBSE Merit Scholarship Scheme For Single Girl Child,Senior Secondary,Education,Central,All India,Ministry of Education for meritorious Single Girl Students,"Education & Learning, Women and Child",Female,All,5,99,250000.0,60,"A scholarship scheme by the Ministry of Education for meritorious Single Girl Students, who are the only child of their parents; and have passed the CBSE Class 10th Examination with 60% or more marks and are continuing their further school education of Class 11th and 12th. The scheme is aimed to recognize the efforts of the parents in promoting education among girls and to provide encouragement to meritorious students. The rate of the scholarship shall be ₹500/- per month. A scholarship...",The rate of the scholarship shall be Rupees Five Hundred (₹500/-) per month. A Scholarship awarded under the scheme shall be paid for a maximum period of two years. Payment will be made through ECS/NEFT.,Education level: 11th-12th; Minimum marks mentioned: 60.0%,1
SCH0588,CIFE - Institutional Fellowship,PhD,Engineering & Technology,Central,All India,All,Education & Learning,All,SC/ST/OBC,5,99,250000.0,0,"ICAR-CIFE offers two years Masters (Masters in Fisheries Science) and three years Doctoral (Ph.D.) degrees in as many as eleven specialised disciplines of fisheries sciences, perhaps one of its kinds in the world. Since its recognition as Deemed to be University in 1989, under Section 3 of University Grants Commission Act, 1953, CIFE offers its own degrees. Fellowship ICAR offers Junior Research Fellowship (JRF) for post-graduate education leading to a Master's Degree Program at the rate of...","ICAR offers Junior Research Fellowship (JRF) for post-graduate education leading to a Master's Degree Program at the rate of Rs. 5760/- per month for two years with a contingent grant of Rs. 6000/- per annum (for procurement of essential chemicals, equipment, books and travel allowances connected with the collection of research data). Continuance of Fellowship after the 1st year is dependent on maintaining the required OGPA as per guidelines. As per 41st Academic council approval, the students who secure and maintain the required O.G.P.A. even if he/she has not cleared the examination in a particular course will be entitled to fellowship. However, the student will remain on ‘Scholastic probation’ until he/she clears the examination for the course(s). The JRF will be given only to those candidates who join the M.F.Sc. Program in the University/Institute other than that from where he/she has obtained the Bachelor's Degree. Under no circumstances, a change of subject for JRF will be entertained. ICAR Senior Research Fellowship (SRF) for Ph.D. Degree is offered at the rate of Rs. 7000/- per month for the first two years and Rs. 5600/- in the third year with a contingent grant of Rs. 10,000/- per annum (for procurement of essential chemicals, equipment, books and travel allowances connected with the collection of research data). A maximum of Rs. 2500/- in the first year could be utilised for the purchase of books and Rs. 2500/- for the preparation of a thesis. The remaining contingent grant would exclusively be utilised for contingency connected with the conduct of research work. Institutional Fellowship for M.F.Sc. Programs is at present at the rate of Rs. 5040/- per month for two years and for Ph.D. programs at the rate of Rs. 7000/- for three years. The contingent grant given is Rs. 6000/- per year at Masters's level and Rs.10,000/- per year at Ph.D. level. A maximum of Rs. 2500/- in the first year could be utilised for the purchase of books and Rs. 2500/- for the preparation of a thesis. The remaining contingent grant would exclusively be utilised for contingency connected with the conduct of research work.","Education level: PhD; Course: Science, Research, All/General",1
